Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1,Temperature_2
12:18:10,0.07,0.08,22.00,21.50
12:18:16,0.07,0.08,22.00,21.50
12:18:22,0.07,0.08,22.50,21.75
12:18:28,0.07,0.08,22.00,21.50
12:18:34,0.07,0.08,22.25,21.75
12:18:40,0.07,0.07,22.25,21.50
12:18:46,0.07,0.08,21.75,21.75
12:18:52,0.07,0.07,22.25,21.75
12:18:58,0.07,0.07,22.00,21.50
12:19:04,0.07,0.07,22.25,21.00
12:19:10,0.07,0.07,22.25,21.75
12:19:16,0.07,0.07,21.75,21.75
12:19:22,0.07,0.07,21.75,21.75
12:19:28,0.07,0.08,22.25,21.75
12:19:34,0.08,0.09,22.25,21.75
12:19:40,0.11,0.11,22.25,21.50
12:19:46,0.15,0.16,22.25,21.50
12:19:52,0.21,0.22,21.75,21.75
12:19:58,0.27,0.29,22.25,21.50
12:20:04,0.33,0.35,22.00,21.50
12:20:10,0.39,0.41,22.50,21.75
12:20:16,0.43,0.45,21.75,21.75
12:20:22,0.45,0.48,22.25,21.75
12:20:28,0.47,0.49,22.50,22.00
12:20:34,0.48,0.50,22.50,21.50
12:20:40,0.49,0.51,22.25,22.00
12:20:46,0.49,0.52,22.25,21.50
12:20:52,0.50,0.52,22.50,21.25
12:20:58,0.50,0.52,22.50,22.00
12:21:04,0.49,0.51,22.25,21.75
12:21:10,0.47,0.50,22.00,22.00
12:21:16,0.47,0.49,22.25,22.00
12:21:22,0.46,0.49,22.00,21.50
12:21:28,0.45,0.48,22.25,21.75
12:21:34,0.45,0.48,22.25,21.75
12:21:40,0.45,0.48,22.25,21.50
12:21:46,0.45,0.48,22.25,22.00
12:21:52,0.51,0.54,22.25,22.00
12:21:58,0.53,0.56,22.00,21.75
12:22:04,0.54,0.57,22.00,21.50
12:22:10,0.54,0.57,22.25,21.50
12:22:16,0.50,0.53,22.25,21.50
12:22:22,0.71,0.75,22.50,21.75
12:22:28,0.53,0.56,22.25,21.75
12:22:34,0.66,0.70,22.00,22.00
12:22:40,0.57,0.60,22.75,21.75
12:22:46,0.71,0.75,22.25,22.00
12:22:52,0.62,0.66,22.25,22.00
12:22:58,0.64,0.67,22.50,21.75
12:23:04,0.65,0.68,22.75,22.00
12:23:10,0.66,0.69,22.50,22.00
12:23:16,0.67,0.70,22.50,21.75
12:23:22,0.66,0.70,22.00,21.00
12:23:28,0.66,0.70,22.00,21.75
12:23:34,0.58,0.60,22.50,22.00
12:23:40,0.68,0.72,22.25,21.75
12:23:46,0.59,0.63,21.75,22.00
12:23:52,0.53,0.57,22.00,22.00
12:23:58,0.70,0.75,22.00,21.75
12:24:04,0.72,0.76,22.25,21.75
12:24:10,0.63,0.66,22.50,21.75
12:24:16,0.59,0.62,22.25,22.00
12:24:22,0.65,0.69,22.00,22.00
12:24:28,0.76,0.80,22.00,21.75
12:24:34,0.70,0.73,22.75,21.75
12:24:40,0.71,0.75,22.50,22.00
12:24:46,0.71,0.75,22.25,21.75
12:24:52,0.74,0.78,21.75,22.00
12:24:58,0.79,0.83,22.50,22.25
12:25:04,0.80,0.85,22.25,22.00
12:25:10,0.81,0.86,22.25,22.00
12:25:16,0.83,0.88,22.00,21.50
12:25:22,0.84,0.88,22.50,22.25
12:25:28,0.85,0.89,22.25,21.75
12:25:34,0.85,0.89,22.50,21.50
12:25:40,0.86,0.90,22.50,21.50
12:25:46,0.87,0.92,22.00,21.50
12:25:52,0.88,0.92,22.50,21.75
12:25:58,0.88,0.93,22.00,21.75
12:26:04,0.89,0.94,22.00,21.75
12:26:10,0.89,0.94,22.50,22.00
12:26:16,0.90,0.96,22.00,21.50
12:26:22,0.91,0.96,22.25,22.00
12:26:28,0.91,0.95,22.50,21.75
12:26:34,0.80,0.84,22.50,21.75
12:26:40,0.89,0.94,22.00,22.25
12:26:46,0.90,0.95,22.25,21.75
12:26:52,0.90,0.95,22.25,21.25
12:26:58,0.92,0.97,22.25,21.75
12:27:04,0.92,0.97,22.25,22.00
12:27:10,0.93,0.99,22.00,21.75
12:27:16,0.93,0.99,22.00,22.00
12:27:22,0.94,1.00,21.75,21.75
12:27:28,0.94,0.98,22.50,22.00
12:27:34,0.94,1.00,21.75,22.00
12:27:40,0.92,0.98,22.00,22.00
12:27:46,0.90,0.95,22.25,21.75
12:27:52,0.88,0.93,21.75,22.00
12:27:58,0.87,0.92,22.25,21.25
12:28:04,0.88,0.92,22.75,21.75
12:28:10,0.89,0.93,22.25,22.00
12:28:16,0.89,0.95,21.75,21.75
12:28:22,0.91,0.96,22.50,21.50
12:28:28,0.92,0.98,21.75,22.00
12:28:34,0.94,0.99,22.25,22.00
12:28:40,0.94,1.00,21.75,21.50
12:28:46,0.96,1.01,22.25,21.75
12:28:52,0.96,1.01,22.25,21.50
12:28:58,0.97,1.03,21.75,22.00
12:29:04,0.97,1.03,22.25,22.00
12:29:10,0.98,1.02,22.75,21.75
12:29:16,0.98,1.03,22.25,21.50
12:29:22,0.99,1.05,21.75,21.75
12:29:28,0.98,1.04,22.25,21.75
12:29:34,1.00,1.06,22.25,21.50
12:29:40,1.02,1.08,22.25,22.00
12:29:46,1.01,1.08,22.00,21.50
12:29:52,1.03,1.09,22.00,21.75
12:29:58,1.03,1.11,21.50,22.00
12:30:04,1.03,1.10,21.75,21.75
12:30:10,1.04,1.10,22.25,21.50
12:30:16,1.04,1.10,22.00,22.00
12:30:22,1.05,1.10,22.50,22.25
12:30:28,1.06,1.12,22.00,22.25
12:30:34,1.06,1.11,22.50,21.25
12:30:40,1.07,1.13,22.00,22.00
12:30:46,1.07,1.14,22.00,22.00
12:30:52,1.07,1.13,22.25,22.00
12:30:58,1.08,1.13,22.75,21.75
12:31:04,1.08,1.14,22.00,21.50
12:31:10,1.09,1.16,22.00,21.75
12:31:16,1.10,1.16,22.25,22.00
12:31:22,1.11,1.17,22.25,22.00
12:31:28,1.11,1.17,22.50,21.75
12:31:34,1.12,1.18,22.25,21.50
12:31:40,1.12,1.18,22.50,21.25
12:31:46,1.13,1.19,22.50,21.50
12:31:52,1.15,1.22,21.75,21.75
12:31:58,1.13,1.20,22.25,22.00
12:32:04,1.16,1.22,22.50,22.25
12:32:10,1.17,1.23,22.25,21.75
12:32:16,1.17,1.24,22.00,22.00
12:32:22,1.15,1.21,22.50,22.00
12:32:29,1.15,1.22,22.25,22.00
12:32:34,1.15,1.22,21.75,22.00
12:32:40,1.15,1.21,22.25,22.00
12:32:46,1.14,1.20,22.25,22.00
12:32:52,1.15,1.22,22.00,21.75
12:32:59,1.17,1.23,22.50,22.00
12:33:04,1.17,1.22,22.50,21.50
12:33:10,1.17,1.24,22.25,22.25
12:33:16,1.17,1.23,22.25,22.00
12:33:22,1.16,1.23,22.00,21.50
12:33:28,1.18,1.24,22.50,22.00
12:33:34,1.19,1.25,22.50,21.75
12:33:40,1.20,1.26,22.50,22.00
12:33:46,1.20,1.26,22.25,22.00
12:33:52,1.20,1.26,22.50,22.25
12:33:58,1.21,1.28,22.25,21.50
12:34:04,1.22,1.30,22.00,22.00
12:34:10,1.24,1.30,22.50,21.50
12:34:16,1.23,1.30,22.00,22.25
12:34:22,1.23,1.30,22.25,22.00
12:34:28,1.22,1.28,22.50,22.25
12:34:34,1.22,1.29,22.25,21.75
12:34:40,1.24,1.30,22.50,22.25
12:34:46,1.25,1.32,22.25,21.75
12:34:52,1.24,1.31,22.00,22.00
12:34:58,1.23,1.29,22.50,22.25
12:35:04,1.24,1.30,22.25,22.25
12:35:10,1.26,1.32,22.50,21.75
12:35:16,1.28,1.36,22.00,22.25
12:35:22,1.29,1.36,22.25,22.25
12:35:28,1.30,1.37,22.50,22.00
12:35:34,1.31,1.38,22.25,22.25
12:35:40,1.32,1.38,22.50,22.25
12:35:46,1.32,1.39,22.50,22.25
12:35:52,1.32,1.39,22.25,22.00
12:35:58,1.32,1.38,22.50,22.25
12:36:04,1.32,1.39,22.50,22.25
12:36:10,1.32,1.39,22.50,22.00
12:36:16,1.32,1.39,22.50,22.00
12:36:22,1.33,1.40,22.50,21.75
12:36:28,1.33,1.40,22.50,22.00
12:36:34,1.34,1.40,22.50,22.00
12:36:40,1.33,1.38,23.00,22.00
12:36:46,1.34,1.41,22.25,22.25
12:36:52,1.34,1.41,22.25,22.25
12:36:58,1.35,1.41,22.75,22.00
12:37:04,1.35,1.42,22.25,22.00
12:37:10,1.35,1.41,22.50,22.50
12:37:16,1.35,1.42,22.50,22.50
12:37:22,1.35,1.44,21.75,22.25
12:37:28,1.35,1.44,22.00,22.00
12:37:34,1.37,1.47,21.25,22.25
12:37:40,1.35,1.43,22.25,21.50
12:37:46,1.35,1.41,22.75,21.50
12:37:52,1.35,1.41,22.75,21.50
12:37:58,1.36,1.44,22.25,22.00
12:38:04,1.36,1.45,21.75,22.00
12:38:10,1.36,1.44,22.25,22.00
12:38:16,1.36,1.42,22.75,22.25
12:38:22,1.36,1.42,22.75,21.50
12:38:28,1.37,1.44,22.50,22.00
12:38:34,1.36,1.44,22.25,21.75
12:38:40,1.37,1.44,22.25,21.75
12:38:46,1.37,1.44,22.50,22.25
12:38:52,1.37,1.45,22.00,22.00
12:38:58,1.37,1.43,22.75,22.00
12:39:04,1.38,1.46,22.00,22.00
12:39:10,1.38,1.45,22.50,22.25
12:39:16,1.39,1.46,22.75,22.00
12:39:22,1.39,1.46,22.25,22.25
12:39:28,1.39,1.45,22.50,22.00
12:39:34,1.39,1.47,22.25,22.00
12:39:40,1.39,1.46,22.50,22.25
12:39:46,1.39,1.45,22.50,21.75
12:39:52,1.39,1.47,22.00,22.25
12:39:58,1.40,1.47,22.50,22.00
12:40:04,1.39,1.46,22.75,22.00
12:40:10,1.40,1.48,22.25,21.75
12:40:16,1.39,1.45,22.75,21.75
12:40:22,1.39,1.45,22.75,22.25
12:40:28,1.39,1.47,22.25,22.00
12:40:34,1.40,1.47,22.50,22.00
12:40:40,1.39,1.46,22.75,22.00
12:40:46,1.40,1.48,22.25,22.50
12:40:52,1.39,1.47,22.25,22.25
12:40:58,1.40,1.48,22.25,21.75
12:41:04,1.39,1.47,22.25,21.50
12:41:10,1.39,1.46,22.50,22.00
12:41:16,1.41,1.47,22.75,22.25
12:41:22,1.40,1.48,22.25,21.50
12:41:28,1.40,1.46,22.75,22.00
12:41:34,1.39,1.47,22.25,22.25
12:41:40,1.39,1.46,22.25,22.25
12:41:46,1.40,1.47,22.50,22.00
12:41:52,1.42,1.49,22.50,21.75
12:41:58,1.39,1.47,22.25,22.00
12:42:04,1.41,1.48,22.50,21.50
12:42:10,1.42,1.50,22.25,22.00
12:42:16,1.41,1.48,22.50,22.00
12:42:22,1.42,1.50,22.25,22.25
12:42:28,1.42,1.50,22.25,22.00
12:42:34,1.41,1.49,22.25,22.25
12:42:40,1.42,1.50,22.25,22.00
12:42:46,1.41,1.49,22.25,22.00
12:42:52,1.42,1.50,22.25,22.00
12:42:58,1.41,1.49,22.25,22.00
12:43:04,1.42,1.50,22.25,22.50
12:43:10,1.41,1.48,22.50,21.75
12:43:16,1.43,1.50,22.50,22.00
12:43:22,1.44,1.51,22.50,21.50
12:43:28,1.42,1.50,22.25,21.75
12:43:34,1.42,1.49,22.50,22.25
12:43:40,1.41,1.48,22.50,22.00
12:43:46,1.42,1.49,22.50,22.25
12:43:52,1.42,1.49,22.50,22.25
12:43:58,1.42,1.47,23.00,22.00
12:44:04,1.43,1.49,22.75,22.25
12:44:10,1.42,1.48,22.75,22.25
12:44:16,1.43,1.49,22.75,22.00
12:44:22,1.43,1.51,22.25,22.00
12:44:28,1.43,1.49,22.75,22.00
12:44:34,1.43,1.50,22.50,22.25
12:44:40,1.43,1.50,22.50,22.25
12:44:46,1.44,1.50,22.75,21.75
12:44:52,1.43,1.51,22.25,21.50
12:44:58,1.44,1.51,22.25,22.25
12:45:04,1.44,1.52,22.00,22.00
12:45:10,1.44,1.51,22.50,22.00
12:45:16,1.43,1.50,22.50,22.50
12:45:22,1.44,1.50,22.75,22.00
12:45:28,1.43,1.51,22.25,22.00
12:45:34,1.42,1.50,22.25,22.00
12:45:40,1.42,1.48,22.75,22.25
12:45:46,1.43,1.49,22.75,22.25
12:45:52,1.44,1.51,22.50,22.00
12:45:58,1.44,1.51,22.50,22.00
12:46:04,1.43,1.49,22.75,22.25
12:46:10,1.43,1.49,22.75,22.25
12:46:16,1.42,1.48,22.75,22.00
12:46:22,1.43,1.50,22.50,22.25
12:46:28,1.42,1.49,22.50,22.50
12:46:34,1.43,1.50,22.50,22.25
12:46:40,1.43,1.50,22.50,22.25
12:46:46,1.44,1.50,22.75,22.00
12:46:52,1.43,1.49,22.75,22.00
12:46:58,1.42,1.49,22.50,22.25
12:47:04,1.43,1.50,22.50,22.00
12:47:10,1.44,1.50,22.75,22.00
12:47:16,1.44,1.51,22.50,22.00
12:47:22,1.44,1.50,22.75,22.50
12:47:28,1.44,1.50,22.75,22.50
12:47:34,1.43,1.51,22.25,22.25
12:47:40,1.44,1.50,22.75,22.50
12:47:46,1.43,1.50,22.50,22.00
12:47:52,1.43,1.49,22.75,21.75
12:47:58,1.43,1.49,22.75,22.00
12:48:04,1.44,1.52,22.50,22.25
12:48:10,1.43,1.50,22.50,22.00
12:48:16,1.44,1.52,22.50,22.50
12:48:22,1.44,1.52,22.25,22.50
12:48:28,1.43,1.51,22.25,22.00
12:48:34,1.43,1.51,22.00,22.25
12:48:40,1.42,1.49,22.50,22.50
12:48:46,1.43,1.51,22.00,22.00
12:48:52,1.44,1.51,22.25,22.25
12:48:58,1.44,1.51,22.50,21.75
12:49:04,1.44,1.52,22.25,22.00
12:49:10,1.43,1.49,22.75,22.25
12:49:16,1.42,1.50,22.25,22.25
12:49:22,1.44,1.50,22.75,21.75
12:49:28,1.44,1.52,22.50,22.25
12:49:34,1.44,1.52,22.00,22.00
12:49:40,1.43,1.50,22.50,22.25
12:49:46,1.44,1.51,22.50,22.25
12:49:52,1.44,1.51,22.50,22.25
12:49:58,1.44,1.52,22.50,22.00
12:50:04,1.44,1.52,22.00,21.75
12:50:10,1.44,1.52,22.25,21.75
12:50:16,1.43,1.51,22.25,22.50
12:50:22,1.44,1.51,22.50,22.25
12:50:28,1.44,1.52,22.25,22.25
12:50:34,1.45,1.53,22.50,22.00
12:50:40,1.44,1.50,22.75,22.25
12:50:46,1.44,1.52,22.50,22.25
12:50:52,1.44,1.50,22.75,22.00
12:50:58,1.44,1.51,22.75,21.75
12:51:04,1.44,1.50,22.75,22.25
12:51:10,1.44,1.50,22.75,22.50
12:51:16,1.43,1.50,22.50,22.50
12:51:22,1.44,1.50,22.75,22.25
12:51:28,1.44,1.51,22.50,22.50
12:51:34,1.45,1.53,22.50,22.25
12:51:40,1.44,1.52,22.00,22.50
12:51:46,1.44,1.51,22.25,22.00
12:51:52,1.45,1.53,22.50,22.25
12:51:58,1.44,1.53,22.00,22.50
12:52:04,1.44,1.51,22.75,21.25
12:52:10,1.44,1.50,22.75,22.25
12:52:16,1.45,1.53,22.50,22.00
12:52:22,1.44,1.51,22.75,22.00
12:52:28,1.44,1.51,22.75,22.50
12:52:34,1.46,1.53,22.50,22.00
12:52:40,1.44,1.51,22.75,22.00
12:52:46,1.44,1.52,22.50,21.75
12:52:52,1.45,1.53,22.50,22.50
12:52:58,1.44,1.52,22.25,22.50
12:53:04,1.44,1.52,22.50,21.75
12:53:10,1.44,1.52,22.50,22.25
12:53:16,1.45,1.53,22.50,22.50
12:53:22,1.44,1.52,22.25,22.50
12:53:28,1.44,1.50,22.75,22.25
12:53:34,1.45,1.53,22.25,21.75
12:53:40,1.44,1.52,22.50,21.25
12:53:46,1.44,1.51,22.75,21.75
12:53:52,1.45,1.53,22.50,21.75
12:53:58,1.45,1.53,22.25,22.00
12:54:04,1.44,1.52,22.25,22.25
12:54:10,1.44,1.51,22.50,22.00
12:54:16,1.44,1.53,22.00,21.75
12:54:22,1.45,1.54,22.00,22.00
12:54:28,1.45,1.53,22.25,22.25
12:54:34,1.44,1.52,22.50,22.50
12:54:40,1.45,1.52,22.75,21.75
12:54:46,1.45,1.53,22.50,22.50
12:54:52,1.44,1.52,22.50,22.00
12:54:58,1.44,1.51,22.75,22.25
12:55:04,1.46,1.53,22.50,22.50
12:55:10,1.45,1.52,22.75,21.75
12:55:16,1.45,1.53,22.25,22.25
12:55:22,1.44,1.51,22.75,22.00
12:55:28,1.45,1.53,22.25,22.25
12:55:34,1.44,1.52,22.50,22.50
12:55:40,1.44,1.52,22.50,22.00
12:55:46,1.44,1.52,22.50,22.25
12:55:52,1.45,1.53,22.25,22.25
12:55:58,1.44,1.52,22.50,22.50
12:56:04,1.44,1.53,22.00,22.25
12:56:11,1.45,1.52,22.75,22.00
12:56:16,1.46,1.55,22.00,22.00
12:56:22,1.45,1.53,22.25,22.25
12:56:28,1.44,1.53,22.00,22.25
12:56:34,1.45,1.52,22.75,22.25
12:56:40,1.45,1.52,22.75,22.50
12:56:46,1.46,1.53,22.75,22.25
12:56:52,1.45,1.53,22.25,22.25
12:56:58,1.46,1.53,22.50,22.50
12:57:04,1.44,1.52,22.50,21.50
12:57:10,1.45,1.53,22.50,22.00
12:57:16,1.44,1.51,22.75,22.25
12:57:22,1.45,1.53,22.50,22.25
12:57:29,1.45,1.52,22.75,22.50
12:57:34,1.46,1.53,22.50,22.00
12:57:40,1.46,1.53,22.50,22.75
12:57:46,1.46,1.53,22.50,21.50
12:57:52,1.46,1.54,22.25,22.50
12:57:58,1.44,1.52,22.50,22.25
12:58:04,1.45,1.53,22.50,22.25
12:58:10,1.45,1.52,22.75,22.50
12:58:16,1.46,1.53,22.75,22.25
12:58:22,1.46,1.53,22.50,21.75
12:58:29,1.45,1.52,22.75,22.50
12:58:35,1.46,1.53,22.50,22.25
12:58:40,1.46,1.55,22.00,22.50
12:58:47,1.46,1.53,22.75,22.25
12:58:53,1.46,1.53,22.75,22.25
12:58:59,1.45,1.52,22.75,22.50
12:59:05,1.45,1.53,22.25,22.25
12:59:11,1.44,1.52,22.50,22.50
12:59:17,1.45,1.52,22.75,21.75
12:59:23,1.46,1.53,22.75,22.75
12:59:29,1.45,1.52,22.75,22.25
12:59:35,1.44,1.50,22.75,22.25
12:59:41,1.45,1.52,22.75,22.25
